"","home","home_scores","home_total_shots","home_shots_on_target","home_total_passes","home_long_passes","home_total_dribbles","home_successful_dribbles","home_total_tackles","home_successful_tackles","home_total_interceptions","home_total_clearances","home_total_blocks","home_total_offsides","home_total_fouls","home_total_aerial_duels","home_total_touches","home_total_loss_of_possession","home_turnover","home_total_errors","home_total_saves","home_total_claims","home_total_punches","away","away_scores","away_total_shots","away_shots_on_target","away_total_passes","away_long_passes","away_total_dribbles","away_successful_dribbles","away_total_tackles","away_successful_tackles","away_total_interceptions","away_total_clearances","away_total_blocks","away_total_offsides","away_total_fouls","away_total_aerial_duels","away_total_touches","away_total_loss_of_possession","away_turnover","away_total_errors","away_total_saves","away_total_claims","away_total_punches","result"
"542","Aston Villa",1,10,4,329,76,13,6,15,9,17,32,13,2,9,12,476,18,13,0,8,5,0,"Manchester United",1,16,9,588,81,12,6,16,10,14,9,9,2,10,8,724,16,12,0,3,1,0,"0"
"543","Hull",0,11,3,484,80,16,7,27,20,15,12,11,3,14,39,635,29,20,0,2,0,0,"Swansea",1,13,3,369,65,17,7,23,16,17,67,10,4,16,14,577,26,16,0,3,3,1,"-1"
"544","QPR",3,17,7,337,85,10,4,11,9,18,64,24,4,16,30,530,22,13,0,4,2,1,"West Brom",2,16,6,434,90,3,2,17,13,20,30,19,1,8,23,590,21,13,0,4,0,0,"1"
"545","Southampton",3,11,3,373,71,12,2,54,38,21,27,18,4,11,13,545,17,9,0,4,0,1,"Everton",0,14,4,481,65,37,16,17,15,7,21,8,2,10,9,659,29,8,0,1,2,0,"1"
"546","Tottenham",2,23,6,613,83,22,13,28,21,19,25,6,2,9,29,783,20,13,0,4,2,1,"Burnley",1,9,5,316,79,11,7,25,12,21,31,20,6,8,15,487,26,8,0,4,1,0,"1"
"547","West Ham",2,10,2,347,78,21,8,29,16,10,52,18,3,8,49,537,21,11,1,4,3,0,"Leicester",0,10,4,382,67,24,13,26,18,22,42,10,1,17,26,570,25,15,1,0,1,0,"1"
"548","Newcastle",0,15,7,400,52,39,14,23,15,6,16,14,1,15,18,559,19,11,0,2,2,3,"Sunderland",1,16,3,381,79,15,8,43,29,15,21,14,4,15,15,550,18,9,0,7,4,2,"-1"
"549","Liverpool",2,27,10,610,58,24,11,44,32,10,23,9,0,6,20,835,29,16,0,1,1,0,"Arsenal",2,7,3,345,54,25,12,36,25,19,21,24,1,14,21,570,35,14,1,8,2,0,"0"
"550","Stoke",0,13,2,439,54,32,13,32,19,8,20,17,1,11,21,642,29,7,0,4,3,0,"Chelsea",2,15,6,452,62,18,13,50,37,16,37,21,2,4,14,652,30,15,0,2,3,0,"-1"
"551","Chelsea",2,28,9,577,56,16,12,34,21,8,19,12,1,8,25,750,29,17,0,0,5,1,"West Ham",0,6,0,300,72,30,13,27,15,18,31,17,2,14,22,492,23,15,1,7,3,0,"1"
"552","Burnley",0,16,0,451,81,21,8,24,15,12,29,17,0,7,28,683,29,13,0,2,1,0,"Liverpool",1,10,3,529,70,13,9,35,27,18,56,12,4,5,24,754,30,18,0,0,2,4,"-1"
"553","Crystal Palace",1,12,4,374,81,10,4,22,13,11,20,14,2,15,22,527,29,11,1,3,0,0,"Southampton",3,13,6,520,81,17,9,27,23,11,47,16,2,10,20,700,23,14,1,3,4,4,"-1"
"554","Everton",0,16,5,548,69,17,7,21,14,17,22,19,3,9,13,711,23,10,1,1,0,0,"Stoke",1,12,2,333,54,14,7,27,20,18,53,21,3,15,16,525,18,11,0,4,0,3,"-1"
"555","Leicester",1,22,6,419,83,22,9,27,21,11,30,18,0,10,23,599,18,9,1,1,0,0,"Tottenham",2,8,3,457,66,13,6,29,20,18,44,20,3,14,20,639,33,18,0,5,3,2,"-1"
"556","Man Utd",3,9,4,570,74,22,14,32,18,15,23,7,4,16,13,716,19,12,1,3,0,1,"Newcastle",1,8,4,346,55,32,14,27,13,22,23,10,1,9,14,491,14,11,0,1,0,2,"1"
"557","Sunderland",1,12,3,446,62,18,7,31,17,13,19,12,0,12,15,595,16,11,1,2,3,1,"Hull",3,13,5,500,52,25,14,21,14,21,41,23,0,6,15,680,21,9,1,1,0,0,"-1"
"558","Swansea",1,7,2,462,73,20,7,21,9,15,26,14,3,17,12,586,10,2,0,3,2,0,"Aston Villa",0,11,3,602,45,19,12,27,20,11,22,10,2,12,14,741,17,11,0,1,1,1,"1"
"559","West Brom",1,18,6,459,61,20,10,29,16,20,17,19,4,5,13,619,20,6,1,2,1,1,"Man City",3,9,5,513,55,16,13,31,21,19,25,26,4,9,7,684,25,10,2,5,2,3,"-1"
"560","Arsenal",2,15,5,539,47,34,21,19,15,18,19,18,3,6,20,712,24,9,0,1,1,0,"Queens Park Rangers",1,16,2,422,79,11,4,47,26,21,20,16,0,15,16,578,24,14,1,3,0,1,"1"
"561","Tottenham",0,9,4,374,70,23,7,30,26,19,27,14,1,11,21,562,32,20,0,5,2,2,"Manchester United",0,9,5,397,102,14,4,34,27,22,35,10,6,19,19,593,34,15,0,4,0,1,"0"
"562","Southampton",1,9,1,378,57,12,6,45,24,18,41,28,1,23,11,543,18,7,0,0,2,2,"Chelsea",1,7,1,570,59,31,21,21,15,11,13,17,3,14,18,738,25,11,0,0,2,0,"0"
"563","Stoke",2,13,3,399,57,16,8,31,14,13,35,15,4,11,15,557,12,6,0,4,2,1,"West Bromwich Albion",0,15,4,391,79,21,17,22,14,19,16,16,4,14,15,552,23,12,0,1,3,0,"1"
"564","West Ham",1,14,4,385,76,18,7,30,18,12,37,17,2,12,34,588,24,10,1,5,1,0,"Arsenal",2,21,7,294,56,16,12,32,25,18,54,16,1,13,26,508,27,12,1,3,6,1,"-1"
"565","Queens Park Rangers",0,11,3,380,108,10,3,39,29,24,31,12,1,11,18,580,31,16,0,3,2,0,"Crystal Palace",0,10,3,339,84,33,10,22,19,11,63,24,0,17,33,542,22,13,0,2,2,0,"0"
"566","Aston Villa",0,14,2,466,61,11,6,30,23,13,42,14,0,4,8,654,17,10,0,3,0,0,"Sunderland",0,14,3,510,53,17,7,17,11,12,27,14,4,11,8,680,26,11,1,3,5,1,"0"
"567","Hull",0,19,5,576,85,17,7,28,23,17,34,13,2,12,35,772,32,14,0,1,0,0,"Leicester",1,4,2,367,85,15,5,32,25,26,46,21,1,12,26,561,29,14,1,4,1,2,"-1"
"568","Man City",2,17,6,567,71,11,8,31,21,6,28,12,3,18,22,718,21,9,0,1,2,0,"Burnley",2,12,3,348,64,19,10,20,12,22,45,20,3,9,31,523,25,11,0,4,0,0,"0"
"569","Newcastle United",3,13,6,456,69,21,10,28,20,12,16,4,2,13,15,610,17,11,0,0,3,0,"Everton",2,9,2,415,54,21,8,23,13,11,43,14,2,8,15,572,17,7,2,3,1,2,"1"
"570","Liverpool",4,21,11,473,50,21,11,31,21,14,21,13,2,8,9,632,16,14,1,3,0,0,"Swansea",1,12,4,612,58,24,10,20,9,29,20,12,1,5,15,774,21,9,2,8,0,0,"1"
"571","Stoke",1,11,2,249,60,13,5,27,23,14,25,13,2,8,13,418,16,9,0,1,3,1,"Manchester United",1,6,2,506,71,16,4,17,12,17,49,13,2,12,17,694,26,13,2,1,2,0,"0"
"572","Aston Villa",0,14,3,601,65,18,9,34,25,11,14,9,1,11,14,755,24,10,0,0,4,0,"Crystal Palace",0,6,0,271,63,19,9,31,22,14,37,9,3,12,16,429,31,15,1,3,1,0,"0"
"573","Hull",2,14,5,331,72,25,13,46,30,19,44,13,2,16,24,528,19,11,0,3,0,0,"Everton",0,9,3,424,64,34,16,25,12,15,31,11,1,15,17,599,33,18,1,3,1,0,"1"
"574","Liverpool",2,18,6,482,71,20,9,36,22,7,36,16,2,13,20,652,22,14,0,1,3,1,"Leicester",2,16,3,330,69,23,14,28,19,24,23,9,1,10,16,505,29,14,0,4,0,2,"0"
"575","Manchester City",3,32,12,655,26,16,8,22,15,20,23,8,1,14,14,829,23,9,0,2,0,0,"Sunderland",2,4,4,373,53,16,7,28,20,13,16,25,3,7,13,523,19,12,0,9,2,0,"1"
"576","Newcastle United",3,11,4,408,83,24,9,21,18,11,47,15,0,12,26,593,23,12,0,2,3,2,"Burnley",3,15,4,392,72,11,3,34,25,19,47,16,0,13,32,568,22,10,0,1,3,0,"0"
"577","Queens Park Rangers",1,24,6,365,100,10,6,28,18,16,28,21,3,22,36,540,26,18,1,4,2,0,"Swansea",1,25,6,512,76,19,10,18,12,13,43,19,3,5,25,724,24,13,0,5,1,0,"0"
"578","Southampton",2,13,6,395,66,9,3,34,21,15,35,14,1,14,17,553,18,8,0,6,0,0,"Arsenal",0,11,6,557,40,25,13,17,14,13,11,13,1,7,12,723,29,15,4,3,1,0,"1"
"579","West Ham",1,8,3,398,68,15,11,22,18,14,41,14,6,6,10,577,28,15,0,2,1,0,"West Bromwich Albion",1,14,3,487,77,10,4,28,17,16,27,14,0,13,13,640,25,11,0,2,3,0,"0"
"580","Tottenham",5,11,8,425,69,22,7,40,30,26,33,15,1,14,18,622,29,11,1,4,0,0,"Chelsea",3,19,7,499,77,20,10,36,29,9,14,16,0,10,16,661,34,12,0,3,2,0,"1"
"581","Sunderland",0,5,1,447,48,22,7,30,13,15,14,13,2,12,5,632,25,12,1,3,0,0,"Liverpool",1,21,4,508,44,23,17,33,26,9,28,17,0,11,2,704,19,11,0,1,1,1,"-1"
"582","Swansea",1,19,3,628,49,25,11,20,13,15,35,14,2,9,9,795,10,5,0,3,2,0,"West Ham",1,12,5,388,72,13,7,29,18,19,25,23,1,7,20,556,18,10,0,3,0,0,"0"
"583","West Bromwich Albion",1,9,3,494,87,13,6,21,16,13,20,13,2,5,17,621,20,11,1,2,4,1,"Hull",0,12,2,455,79,11,5,21,15,19,39,17,2,13,28,629,26,13,0,2,1,0,"1"
"584","Burnley",2,18,7,314,78,10,5,22,15,19,27,16,1,14,27,482,26,15,0,6,3,0,"Queens Park Rangers",1,17,7,392,94,15,7,20,15,7,44,12,2,9,10,579,26,14,1,5,1,1,"1"
"585","Chelsea",2,9,5,602,68,23,16,43,24,8,29,15,7,13,20,777,32,13,0,4,1,1,"Newcastle United",0,11,5,343,71,30,19,42,26,16,20,13,0,13,8,513,25,11,1,2,1,0,"1"
"586","Everton",1,11,4,330,66,28,12,29,16,13,37,21,3,9,15,514,27,16,1,1,1,1,"Manchester City",1,18,2,542,54,19,13,38,26,6,25,10,1,10,17,711,22,7,0,3,0,1,"0"
"587","Leicester",1,11,3,308,77,19,7,29,21,29,36,15,2,18,20,507,22,12,0,1,1,0,"Aston Villa",0,12,1,527,93,15,8,27,20,14,37,23,6,6,33,717,27,11,1,2,4,0,"1"
"588","Crystal Palace",2,21,7,370,80,23,9,40,31,14,38,14,4,9,21,579,28,24,0,4,3,1,"Tottenham",1,9,5,537,72,19,9,27,18,21,30,13,1,14,19,725,37,14,0,5,1,1,"1"
"589","Arsenal",3,14,6,497,34,32,22,31,22,21,21,11,4,11,18,694,32,13,1,2,3,0,"Stoke",0,7,2,428,48,18,9,48,26,15,22,10,2,11,17,584,27,13,1,3,2,0,"1"
"590","Manchester United",0,10,0,568,82,17,8,22,18,21,26,13,2,9,17,729,16,11,0,0,0,0,"Southampton",1,9,1,372,67,18,4,21,13,21,32,10,2,10,15,525,19,10,1,0,5,1,"-1"
"591","Aston Villa",0,15,4,421,81,12,8,27,20,15,15,11,1,13,22,599,32,15,1,3,0,0,"Liverpool",2,12,5,465,63,20,7,29,21,17,42,13,5,11,16,650,20,10,0,4,5,2,"-1"
"592","Burnley",2,8,4,376,102,12,5,29,26,17,46,18,0,10,29,551,19,16,0,1,1,1,"Crystal Palace",3,11,4,361,77,17,3,14,9,20,63,11,1,20,34,553,28,16,1,1,1,1,"-1"
"593","Leicester",0,7,3,336,66,17,8,44,27,9,35,12,0,9,11,513,24,16,1,2,0,0,"Stoke",1,13,3,466,69,32,17,25,17,11,45,8,3,6,29,672,28,15,0,3,5,0,"-1"
"594","Queens Park Rangers",0,19,4,358,88,13,11,29,20,16,40,17,1,12,13,547,29,12,1,5,1,0,"Manchester United",2,13,7,595,106,18,9,30,19,26,40,14,2,10,20,773,23,12,1,4,1,0,"-1"
"595","Swansea",0,11,0,496,37,16,7,39,21,22,29,13,0,9,13,646,18,12,2,6,2,0,"Chelsea",5,21,11,596,51,27,18,19,12,16,10,9,3,13,11,727,18,5,0,0,1,0,"-1"
"596","Tottenham",2,26,7,567,64,17,11,27,21,11,16,12,3,14,16,732,16,7,0,3,0,0,"Sunderland",1,9,4,311,79,14,6,24,13,12,42,21,4,8,15,486,24,11,0,6,1,1,"1"
"597","Newcastle United",1,16,3,542,46,27,11,27,24,22,18,18,1,9,19,749,32,11,1,1,1,0,"Southampton",2,5,3,407,70,8,3,47,36,19,33,20,3,8,31,583,34,15,0,2,0,0,"-1"
"598","West Ham",3,17,6,502,68,27,15,30,18,11,30,9,1,5,36,688,26,16,0,3,2,0,"Hull",0,9,3,430,67,15,12,35,20,17,53,18,2,14,22,625,30,14,2,3,1,1,"1"
"599","Manchester City",0,12,4,634,47,26,20,61,28,17,12,12,2,12,16,821,26,9,0,1,3,1,"Arsenal",2,9,3,360,42,49,33,42,22,39,50,26,0,5,25,607,29,13,0,4,3,1,"-1"
"600","Everton",0,17,4,643,66,28,13,19,12,8,30,13,4,11,12,836,27,16,0,0,0,1,"West Brom",0,5,0,301,73,10,7,38,25,12,53,21,3,12,17,479,26,16,0,4,3,0,"0"
"601","Hull",0,13,8,489,80,16,10,49,26,13,17,14,4,15,20,647,28,15,1,2,1,0,"Newcastle United",3,12,5,452,60,37,23,29,19,21,39,17,0,13,23,655,21,8,1,7,0,0,"-1"
"602","Liverpool",2,21,7,542,48,25,15,32,26,4,47,15,1,12,13,736,26,12,0,2,1,3,"West Ham",0,7,2,269,73,20,6,38,23,21,25,18,1,12,19,454,28,15,2,5,0,1,"1"
"603","Man Utd",3,12,5,679,79,28,9,19,14,19,43,9,3,8,20,858,19,8,1,0,1,0,"Leicester",1,5,1,261,65,15,5,36,27,26,20,15,1,12,19,425,16,8,1,3,2,0,"1"
"604","Stoke",3,15,3,368,62,23,9,35,22,12,29,11,5,11,23,544,26,13,0,3,1,0,"Queens Park Rangers",1,14,4,352,74,21,13,32,23,11,36,6,2,12,17,530,26,12,2,0,1,0,"1"
"605","Sunderland",2,8,3,426,89,22,14,20,16,7,35,15,3,12,24,598,24,12,0,4,2,0,"Burnley",0,13,4,415,71,14,4,34,20,23,42,18,3,12,18,611,21,13,0,1,0,0,"1"
"606","West Bromwich Albion",0,13,4,341,73,12,7,43,25,12,13,17,2,8,16,482,21,7,0,1,0,0,"Tottenham",3,14,4,616,62,33,18,23,16,19,32,9,1,13,9,795,25,9,0,4,3,0,"-1"
"607","Crystal Palace",0,13,3,441,81,24,10,30,21,24,28,13,0,12,32,627,20,10,2,1,1,0,"Everton",1,14,2,390,78,23,9,34,24,19,50,21,0,14,18,595,20,9,0,2,7,1,"-1"
"608","Chelsea",1,3,2,414,66,34,17,44,32,11,22,19,2,12,26,577,21,9,1,4,1,1,"Man City",1,10,5,543,53,20,12,45,28,13,18,9,3,14,17,727,44,18,0,1,0,0,"0"
"609","Arsenal",5,13,8,508,44,25,16,26,16,20,25,9,3,6,25,681,20,9,0,2,7,0,"Aston Villa",0,9,2,549,69,14,10,34,18,10,18,19,0,10,13,685,21,9,0,3,1,0,"1"
"610","Southampton",0,16,6,647,72,22,10,19,13,9,6,17,0,11,22,799,17,12,0,0,0,0,"Swansea",1,6,1,402,74,13,6,23,13,30,45,23,3,9,10,579,21,14,1,4,4,1,"-1"
"611","Tottenham",2,23,8,482,58,22,11,32,21,24,30,12,6,8,18,680,21,9,0,2,0,0,"Arsenal",1,7,3,386,64,20,11,31,20,28,39,19,3,12,29,587,32,17,0,7,3,0,"1"
"612","Queens Park Rangers",0,12,3,382,86,24,14,29,20,6,42,13,2,13,19,575,30,16,1,4,2,0,"Southampton",1,16,5,451,93,17,9,35,21,13,39,8,3,16,18,632,24,12,1,3,0,0,"-1"
"613","Swansea",1,16,7,526,43,21,7,24,16,25,13,9,1,11,15,684,17,13,0,0,0,0,"Sunderland",1,4,1,369,64,12,8,22,15,12,24,15,2,13,11,504,22,10,0,6,3,1,"0"
"614","Leicester",0,19,5,486,91,29,14,26,17,13,17,17,0,15,33,677,32,21,2,1,3,0,"Crystal Palace",1,14,2,295,70,24,9,38,24,22,68,14,4,6,52,518,15,10,2,5,1,1,"-1"
"615","Manchester City",1,18,5,690,65,14,10,15,11,14,17,7,3,9,26,851,29,11,0,2,1,1,"Hull",1,7,3,253,65,5,4,30,20,21,55,26,1,8,12,422,20,10,0,4,1,0,"0"
"616","Aston Villa",1,8,1,500,56,28,13,20,13,17,30,9,2,8,15,675,18,12,1,3,0,0,"Chelsea",2,12,5,501,56,13,7,29,16,8,35,10,4,7,15,647,18,11,0,0,3,1,"-1"
"617","Everton",0,6,1,461,67,18,5,39,26,12,29,14,5,11,11,667,24,14,0,6,1,0,"Liverpool",0,17,6,552,57,20,13,25,20,11,22,8,2,7,11,741,27,7,0,1,0,0,"0"
"618","Burnley",2,12,5,461,68,15,8,23,16,15,62,23,3,10,21,668,20,14,1,2,0,0,"West Bromwich Albion",2,12,5,360,90,14,7,20,12,3,41,18,2,15,32,524,21,12,1,2,3,0,"0"
"619","Newcastle United",1,9,3,316,53,31,16,22,13,19,47,14,2,14,26,502,21,15,0,2,0,2,"Stoke",1,7,3,441,67,12,9,37,21,13,26,13,1,17,36,602,22,10,0,2,3,0,"0"
"620","West Ham",1,13,6,284,57,15,4,25,17,17,49,27,3,7,38,478,18,6,1,5,2,1,"Man Utd",1,18,6,414,86,18,8,24,20,17,47,13,2,13,30,622,23,12,0,5,2,0,"0"
"621","Arsenal",2,17,7,565,38,23,9,30,15,10,37,16,1,13,38,732,20,11,0,3,1,2,"Leicester",1,11,4,404,64,25,15,31,22,19,12,18,2,14,21,568,22,16,2,5,2,0,"1"
"622","Hull",2,10,4,303,64,18,6,22,14,14,49,16,1,16,28,458,18,9,0,4,0,1,"Aston Villa",0,11,4,496,93,12,8,20,14,16,18,10,1,11,17,632,19,8,0,2,2,1,"1"
"623","Sunderland",0,18,6,465,68,32,19,32,18,9,11,17,2,8,11,648,25,9,0,2,3,1,"Queens Park Rangers",2,19,4,435,70,18,14,47,28,14,36,16,2,12,14,632,23,7,0,6,1,0,"-1"
"624","Liverpool",3,16,7,406,72,24,13,25,16,11,21,22,1,13,14,599,25,9,0,3,0,1,"Tottenham",2,14,5,411,49,19,9,37,24,21,22,14,1,17,18,603,17,9,3,4,0,0,"1"
"625","Stoke",1,16,5,454,50,31,22,24,11,8,22,14,3,6,20,623,22,9,0,4,1,0,"Manchester City",4,14,8,451,68,18,13,44,22,14,25,15,4,11,13,628,20,12,1,3,6,0,"-1"
"626","Man Utd",3,11,7,511,99,29,19,17,15,21,48,12,2,15,23,706,21,12,2,2,1,1,"Burnley",1,13,3,369,74,12,2,38,19,13,35,14,0,8,31,531,20,13,0,3,1,0,"1"
"627","Chelsea",1,21,7,505,51,26,12,18,11,5,12,17,2,8,23,668,20,5,0,4,0,0,"Everton",0,7,4,417,62,12,7,36,24,12,47,16,1,13,8,582,16,7,0,6,3,2,"1"
"628","Southampton",0,21,7,519,62,18,10,15,13,18,13,9,3,12,14,665,20,9,0,1,0,0,"West Ham",0,4,1,257,74,13,2,27,17,24,34,12,0,11,20,419,16,13,1,7,2,0,"0"
"629","Crystal Palace",1,7,3,417,78,20,7,35,27,19,30,10,6,10,27,591,20,13,0,0,2,0,"Newcastle",1,5,1,369,86,12,8,25,18,16,38,20,0,11,23,542,43,17,0,2,3,0,"0"
"630","West Bromwich Albion",2,11,4,296,59,19,10,32,21,17,29,11,0,11,19,462,18,10,0,3,3,1,"Swansea",0,10,3,552,54,21,11,23,13,10,25,8,1,12,15,715,24,12,0,2,1,2,"1"
"631","Aston Villa",1,3,2,393,86,6,3,16,11,12,22,11,1,11,30,524,14,5,0,4,2,1,"Stoke",2,11,6,365,73,11,5,14,11,11,45,16,5,14,37,517,19,11,0,1,1,1,"-1"
"632","Chelsea",1,14,5,590,87,30,15,31,25,11,43,7,3,9,26,791,26,16,0,4,2,2,"Burnley",1,10,5,374,87,23,6,38,23,13,38,13,2,9,18,553,28,17,0,4,1,0,"0"
"633","Crystal Palace",1,22,3,366,76,29,11,39,21,21,20,18,3,15,28,583,18,12,0,2,1,0,"Arsenal",2,12,4,365,53,23,18,32,21,24,76,28,3,14,35,610,27,9,0,2,4,2,"-1"
"634","Hull",2,16,6,383,81,10,4,29,18,7,42,6,8,18,36,546,17,10,0,2,1,0,"Queens Park Rangers",1,8,3,323,93,19,11,16,12,11,32,10,3,16,20,483,22,11,1,4,4,0,"1"
"635","Sunderland",0,13,2,456,87,26,10,21,15,14,25,10,3,11,9,629,17,7,0,1,3,0,"West Bromwich Albion",0,5,1,278,72,12,6,31,21,10,40,23,2,12,14,452,25,14,0,2,2,0,"0"
"636","Swansea",2,11,6,333,68,10,4,22,12,13,32,23,3,6,17,483,18,12,2,2,8,2,"Man Utd",1,18,3,585,71,17,10,14,10,30,25,18,1,15,24,760,13,8,1,3,0,0,"1"
"637","Manchester City",5,16,9,603,35,14,7,39,27,12,22,11,1,9,13,756,22,8,0,1,1,0,"Newcastle United",0,8,1,449,50,24,12,28,21,18,17,12,2,8,1,607,24,8,3,4,0,0,"1"
"638","Tottenham",2,27,8,519,49,17,8,32,28,13,24,12,2,6,11,712,32,17,0,3,3,0,"West Ham",2,12,5,268,63,13,4,32,24,17,48,21,4,12,25,475,29,9,1,6,3,1,"0"
"639","Everton",2,18,3,543,76,20,8,32,21,10,36,19,1,7,24,726,23,10,4,2,0,2,"Leicester",2,16,4,388,68,31,11,29,21,8,19,16,1,6,14,542,17,13,0,2,2,1,"0"
"640","Southampton",0,13,5,543,71,21,10,24,16,29,4,9,1,11,17,696,21,12,1,2,0,0,"Liverpool",2,6,4,377,59,19,8,28,18,17,36,15,2,14,10,534,18,11,0,5,1,2,"-1"
"641","West Ham",1,22,5,428,55,21,6,18,15,5,29,10,0,12,21,595,25,12,1,2,0,0,"Crystal Palace",3,12,5,215,63,13,3,29,23,7,54,16,6,19,26,405,20,14,0,4,5,0,"-1"
"642","Burnley",0,14,6,356,86,17,5,24,18,6,30,18,2,14,29,519,27,16,1,3,0,0,"Swansea",1,9,2,423,91,11,6,25,20,20,33,9,2,8,18,591,26,13,0,6,3,0,"-1"
"643","Man Utd",2,30,10,625,49,25,12,22,16,11,9,5,1,6,10,792,17,5,1,3,0,0,"Sunderland",0,5,3,235,61,13,6,34,22,16,33,27,2,11,8,391,21,11,0,7,2,1,"1"
"644","Newcastle",1,14,5,354,70,17,9,19,16,18,43,17,0,6,23,554,28,19,1,3,2,0,"Aston Villa",0,14,3,365,101,9,3,26,17,15,35,20,3,16,39,534,21,10,0,4,4,1,"1"
"645","Stoke",1,17,2,476,60,18,5,13,10,7,23,5,1,9,25,626,23,10,0,0,2,1,"Hull",0,1,0,357,88,5,3,29,24,5,21,19,0,10,25,467,25,16,0,1,1,1,"1"
"646","West Brom",1,7,3,303,79,11,6,21,13,19,33,11,2,10,23,449,27,11,0,2,2,0,"Southampton",0,12,2,538,73,13,8,26,20,11,10,7,2,17,17,681,23,13,0,2,1,0,"1"
"647","Liverpool",2,11,5,481,64,31,12,36,24,11,26,9,3,8,11,638,20,13,0,0,0,0,"Man City",1,8,1,524,69,18,12,34,22,16,15,10,6,16,13,672,31,11,1,3,2,0,"1"
"648","Arsenal",2,17,4,399,34,24,15,44,26,24,44,14,2,12,17,607,17,7,0,2,3,1,"Everton",0,8,2,446,73,30,18,30,15,14,21,21,1,5,15,618,22,7,0,2,1,0,"1"
"649","Aston Villa",2,16,8,506,59,16,9,16,14,9,46,12,3,15,33,668,15,6,0,0,0,0,"West Brom",1,3,1,348,93,8,2,24,15,13,28,15,2,13,29,498,20,10,1,5,2,0,"1"
"650","Hull",1,14,5,317,78,16,8,27,17,13,29,8,2,9,14,483,20,12,0,2,1,0,"Sunderland",1,9,3,475,89,23,10,22,14,14,29,11,1,15,18,640,17,11,0,5,4,0,"0"
"651","Southampton",1,23,3,491,67,32,15,35,25,14,29,20,0,11,27,695,21,11,0,3,2,1,"Crystal Palace",0,9,3,297,71,25,10,38,23,15,47,28,0,10,26,498,30,20,1,2,2,0,"1"
"652","West Ham",0,18,5,331,69,15,8,27,15,9,49,15,4,10,17,531,27,16,0,1,2,0,"Chelsea",1,12,3,429,73,15,12,24,16,4,68,14,1,10,28,619,22,10,2,5,5,0,"-1"
"653","Man City",2,22,9,700,50,20,13,26,18,10,23,10,4,11,28,877,24,12,0,2,0,0,"Leicester",0,6,2,311,63,18,8,31,18,30,32,20,3,3,20,476,21,11,1,7,1,3,"1"
"654","Newcastle",0,9,2,257,62,19,10,49,30,20,24,10,1,6,25,434,27,19,1,4,0,0,"Man Utd",1,11,5,554,59,40,19,25,15,14,38,17,6,14,20,745,21,9,1,2,0,1,"-1"
"655","Stoke",2,11,3,359,66,15,7,35,28,23,44,26,0,11,22,563,22,11,0,5,2,0,"Everton",0,10,5,467,60,17,7,26,19,13,35,18,1,14,21,661,37,18,2,1,3,0,"1"
"656","Tottenham",3,20,7,632,58,13,7,25,18,20,21,12,2,14,18,811,22,11,1,3,2,0,"Swansea",2,10,5,409,79,20,7,24,17,19,40,19,6,7,14,591,21,13,0,4,0,2,"1"
"657","QPR",1,10,3,389,89,21,11,46,18,34,23,19,5,10,21,586,23,13,0,7,2,0,"Arsenal",2,20,9,525,71,39,28,30,19,20,69,15,2,8,42,778,23,12,0,2,4,1,"-1"
"658","Liverpool",2,20,8,677,80,29,16,16,9,10,31,14,0,8,17,861,31,16,0,1,1,1,"Burnley",0,9,1,387,64,16,7,43,27,16,31,11,1,14,17,549,13,10,0,6,2,1,"1"
"659","QPR",1,17,6,266,83,8,5,36,27,6,39,19,3,15,21,449,28,7,2,3,3,0,"Tottenham",2,13,6,454,73,23,9,29,24,7,47,17,3,12,24,657,27,10,1,5,2,1,"-1"
"660","Crystal Palace",3,15,4,282,61,18,6,33,22,7,46,15,5,17,27,476,29,22,0,3,2,0,"Queens Park Rangers",1,11,4,382,62,19,11,24,18,19,35,29,0,16,25,561,32,18,1,1,0,0,"1"
"661","Leicester",0,15,3,395,81,20,10,27,22,12,33,17,0,10,30,567,15,7,0,5,1,1,"Hull",0,12,5,385,88,9,5,27,17,15,35,11,0,15,34,546,28,9,0,3,1,2,"0"
"662","Sunderland",0,12,2,368,56,26,15,44,30,18,11,9,2,10,14,525,20,13,0,4,1,0,"Aston Villa",4,14,8,556,75,24,14,32,17,9,17,15,0,9,16,706,33,11,0,2,2,0,"-1"
"663","West Bromwich Albion",1,14,5,287,55,13,8,20,17,18,33,11,1,7,18,465,38,15,0,2,0,1,"Stoke",0,9,2,386,75,9,3,36,28,10,33,11,3,16,20,550,31,20,1,4,3,0,"1"
"664","Arsenal",3,19,9,590,44,26,13,32,16,24,16,15,3,10,20,758,21,14,1,1,1,0,"West Ham",0,7,1,272,46,24,16,31,18,15,52,20,3,9,14,458,19,9,0,6,1,0,"1"
"665","Burnley",1,10,4,291,64,23,7,31,12,10,60,32,2,6,33,477,20,10,0,5,0,0,"Man City",0,21,5,685,71,25,19,30,23,19,29,15,0,9,31,878,21,14,0,3,0,1,"1"
"666","Chelsea",1,22,7,601,62,23,14,28,14,6,22,17,2,10,29,788,35,9,1,4,2,0,"Southampton",1,12,5,393,70,22,14,46,32,37,51,27,4,11,17,629,24,17,0,6,0,2,"0"
"667","Man Utd",3,11,3,508,87,16,11,44,32,20,25,12,5,12,12,674,25,10,0,2,1,0,"Tottenham",0,5,1,476,49,22,12,31,20,15,21,13,4,10,12,638,38,15,1,0,0,0,"1"
